7550
0.407362 -0.408162
0.418969 -0.398708
0.421585 -0.42449
0.420191 -0.414267
0.429045 -0.432217
0.375957 -0.424486
0.389154 -0.416816
0.367887 -0.436006
0.352761 -0.440394
0.336317 -0.44472
0.367064 -0.443447
0.408583 -0.423722
0.416043 -0.431449
0.395386 -0.431391
0.407261 -0.43416
0.414721 -0.441888
0.43012 -0.439324
0.423503 -0.439177
0.421072 -0.445011
0.426925 -0.444724
0.431186 -0.383252
0.440211 -0.350665
0.438735 -0.374994
0.448373 -0.363969
0.418356 -0.377146
0.403277 -0.369024
0.40614 -0.392602
0.382195 -0.377136
0.387932 -0.401257
0.430573 -0.36169
0.4348 -0.336023
0.415494 -0.353568
0.424951 -0.311311
0.326203 -0.427607
0.337141 -0.437279
0.353584 -0.432952
0.361654 -0.421432
0.369724 -0.409911
0.334273 -0.416086
0.340106 -0.399613
0.363988 -0.385791
0.431798 -0.404813
0.439348 -0.396555
0.433193 -0.415036
0.439989 -0.409368
0.441742 -0.427684
0.434588 -0.425258
0.441384 -0.41959
0.435662 -0.432365
0.433542 -0.444872
0.437729 -0.4435
0.442816 -0.434791
0.440874 -0.440792
0.446953 -0.436112
0.436737 -0.439472
0.322926 -0.446805
0.297545 -0.443846
0.295315 -0.455929
0.320697 -0.441606
0.299773 -0.449045
0.316945 -0.45402
0.291564 -0.45106
0.30976 -0.431934
0.286607 -0.434173
0.278144 -0.450954
0.38219 -0.43906
0.377497 -0.445206
0.387747 -0.446821
0.394064 -0.441829
0.328623 -0.455173
0.33807 -0.454329
0.351461 -0.452244
0.362371 -0.449593
0.338546 -0.449919
0.351938 -0.447835
0.325154 -0.452004
0.383054 -0.452967
0.361895 -0.454003
0.372804 -0.451352
0.372469 -0.45474
0.434535 -0.4489
0.424495 -0.450558
0.420604 -0.45408
0.41229 -0.447722
0.405938 -0.444599
0.418642 -0.450845
0.399621 -0.449591
0.407643 -0.450664
0.413995 -0.453787
0.435021 -0.451238
0.430348 -0.450272
0.430024 -0.454208
0.426457 -0.453793
0.432669 -0.452824
0.45146 -0.378826
0.446897 -0.388297
0.451948 -0.397265
0.447539 -0.40111
0.45202 -0.390329
0.451471 -0.00510244
0.45241 -0.0015234
0.451049 -0.0916389
0.429178 -0.285643
0.439028 -0.310355
0.443116 -0.286944
0.444438 -0.324998
0.433267 -0.262232
0.45247 -0.283417
0.448527 -0.301587
0.457116 -0.0843748
0.454559 -0.0722935
0.458471 -0.0718775
0.456841 -0.0615074
0.4507 -0.0544487
0.448418 -0.0652348
0.448327 -0.0470625
0.449849 -0.33964
0.452936 -0.354497
0.455358 -0.340676
0.453793 -0.32147
0.456583 -0.380858
0.456023 -0.369355
0.459168 -0.376647
0.458445 -0.355534
0.459575 -0.367724
0.453471 0.00175668
0.454479 0.00520922
0.444084 -0.0424033
0.440072 -0.0208767
0.438264 -0.0366495
0.442277 -0.0581761
0.431799 -0.223564
0.444908 -0.0845802
0.433826 -0.0952194
0.436457 -0.121624
0.434823 -0.15923
0.431378 -0.0527591
0.452186 0.00583098
0.450064 -0.000729172
0.453404 0.00886937
0.451125 0.0025509
0.448924 0.00720446
0.447862 0.00392438
0.446197 -0.000350282
0.448398 -0.00500384
0.440492 -0.0122007
0.422352 -0.196597
0.334369 -0.375492
0.323818 -0.342297
0.400415 -0.345445
0.359059 -0.321925
0.379333 -0.353558
0.380141 -0.313813
0.409872 -0.303188
0.358251 -0.36167
0.389598 -0.271556
0.399448 -0.226746
0.419328 -0.260931
0.248915 -0.426784
0.242279 -0.405476
0.304655 -0.405788
0.298823 -0.422262
0.23756 -0.355807
0.299937 -0.356119
0.310487 -0.389314
0.248111 -0.389002
0.448228 -0.440143
0.451046 -0.441423
0.453504 -0.417602
0.452589 -0.410078
0.44818 -0.413922
0.448538 -0.422017
0.453765 -0.439456
0.455374 -0.4352
0.453861 -0.425696
0.448896 -0.430111
0.454099 -0.431169
0.451445 -0.438174
0.45017 -0.434142
0.457694 -0.436482
0.44249 -0.448186
0.441866 -0.444821
0.445634 -0.445479
0.447829 -0.443393
0.439208 -0.449867
0.438722 -0.447528
0.44501 -0.442113
0.192372 -0.409999
0.341538 -0.457498
0.289823 -0.458032
0.281895 -0.455823
0.264688 -0.456338
0.279092 -0.458875
0.315199 -0.45909
0.326877 -0.460243
0.332091 -0.458342
0.338848 -0.460207
0.320413 -0.457188
0.303243 -0.458137
0.308735 -0.456035
0.28702 -0.461084
0.300164 -0.461899
0.297751 -0.46024
0.309708 -0.461192
0.2367 -0.438696
0.274392 -0.446085
0.260937 -0.451469
0.235268 -0.44806
